Database: mbFirstStudy
Exercise: 6
Age classes: [2,11], [12,21], [22,31], [32,41], [42,51], [52,61], [62,71], [72,81], 
Gender: -
Dominant hand: -
Session hand: -

userID;gender;dominantHand;age
MB_AM_18_4714492d;9a6891d7078fb63ab1b8a00b307e0572;2;1080;1776;278.446;1149.554;801.554;1149.554;801.554;626.446;278.446;626.446;34.87386;0.5221558;0.6526316;19
MB_AM_18_4714492d;9a6891d7078fb63ab1b8a00b307e0572;3;1080;1776;278.446;1149.554;801.554;1149.554;801.554;626.446;278.446;626.446;34.87386;0.5665786;0.7411765;17
MB_AP_07_01d7bf3c;9db0f42a912b274dfe94353c4d372cdf;1;720;1280;179.4345;820.5654;540.5654;820.5654;540.5654;459.4345;179.4345;459.4345;24.0754;0.5751882;0.7529412;17
MB_AP_07_01d7bf3c;9db0f42a912b274dfe94353c4d372cdf;2;720;1280;179.4345;820.5654;540.5654;820.5654;540.5654;459.4345;179.4345;459.4345;24.0754;0.5693575;0.8235294;17
MB_AP_07_01d7bf3c;9db0f42a912b274dfe94353c4d372cdf;3;720;1280;179.4345;820.5654;540.5654;820.5654;540.5654;459.4345;179.4345;459.4345;24.0754;0.581008;0.8235294;17
MB_SA_14_e07bf58d;9de8adaed1ec73d28264fb31f75efdfe;1;480;800;102.4016;537.5984;377.5984;537.5984;377.5984;262.4016;102.4016;262.4016;18.34646;0.496637;0.88;20
MB_SA_14_e07bf58d;9de8adaed1ec73d28264fb31f75efdfe;2;480;800;102.4016;537.5984;377.5984;537.5984;377.5984;262.4016;102.4016;262.4016;18.34646;0.5456916;0.8333333;18
MB_SA_14_e07bf58d;9de8adaed1ec73d28264fb31f75efdfe;3;480;800;102.4016;537.5984;377.5984;537.5984;377.5984;262.4016;102.4016;262.4016;18.34646;0.538347;0.7;18
MB_AB_17_23b89739;9f0b34927c163322eca48fb30a208ba8;1;1080;1776;278.446;1149.554;801.554;1149.554;801.554;626.446;278.446;626.446;34.87386;0.6952863;0.7714286;14
MB_AB_17_23b89739;9f0b34927c163322eca48fb30a208ba8;2;1080;1776;278.446;1149.554;801.554;1149.554;801.554;626.446;278.446;626.446;34.87386;0.643217;0.6533333;15
MB_AB_17_23b89739;9f0b34927c163322eca48fb30a208ba8;3;1080;1776;278.446;1149.554;801.554;1149.554;801.554;626.446;278.446;626.446;34.87386;0.5527225;0.8666667;18
MB_AC_14_de6ffdb3;9feae78fc703afea05f3bfdd04834295;1;1080;1776;290.1676;1137.832;789.8324;1137.832;789.8324;638.1677;290.1676;638.1677;33.31099;0.4678446;0.6380953;21
MB_AC_14_de6ffdb3;9feae78fc703afea05f3bfdd04834295;2;1080;1776;290.1676;1137.832;789.8324;1137.832;789.8324;638.1677;290.1676;638.1677;33.31099;0.4718657;0.5809524;21
MB_AC_14_de6ffdb3;9feae78fc703afea05f3bfdd04834295;3;1080;1776;290.1676;1137.832;789.8324;1137.832;789.8324;638.1677;290.1676;638.1677;33.31099;0.4997131;0.59;20
MB_VD_02_60d9f04f;a2a525663c2e9e9e1663bd8f77942b72;1;1080;1776;278.446;1149.554;801.554;1149.554;801.554;626.446;278.446;626.446;34.87386;0.4696946;0.7142857;21
MB_VD_02_60d9f04f;a2a525663c2e9e9e1663bd8f77942b72;2;1080;1776;278.446;1149.554;801.554;1149.554;801.554;626.446;278.446;626.446;34.87386;0.4966034;0.65;20
MB_VD_02_60d9f04f;a2a525663c2e9e9e1663bd8f77942b72;3;1080;1776;278.446;1149.554;801.554;1149.554;801.554;626.446;278.446;626.446;34.87386;0.4729033;0.7142857;21
MB_AC_08_164b49df;a40484be61c3b53d10930c32e990a13d;1;1080;1776;290.1676;1137.832;789.8324;1137.832;789.8324;638.1677;290.1676;638.1677;33.31099;0.4593535;0.7047619;21
MB_AC_08_164b49df;a40484be61c3b53d10930c32e990a13d;2;1080;1776;290.1676;1137.832;789.8324;1137.832;789.8324;638.1677;290.1676;638.1677;33.31099;0.4477927;0.6090909;22
MB_AC_08_164b49df;a40484be61c3b53d10930c32e990a13d;3;1080;1776;290.1676;1137.832;789.8324;1137.832;789.8324;638.1677;290.1676;638.1677;33.31099;0.4657796;0.6285715;21
MB_AP_15_69d742d7;a55333a33df7b6509c245a406192a1cd;1;720;1280;179.4345;820.5654;540.5654;820.5654;540.5654;459.4345;179.4345;459.4345;24.0754;0.5915184;0.725;16
MB_AP_15_69d742d7;a55333a33df7b6509c245a406192a1cd;2;720;1280;179.4345;820.5654;540.5654;820.5654;540.5654;459.4345;179.4345;459.4345;24.0754;0.5810188;0.7176471;17
MB_AP_15_69d742d7;a55333a33df7b6509c245a406192a1cd;3;720;1280;179.4345;820.5654;540.5654;820.5654;540.5654;459.4345;179.4345;459.4345;24.0754;0.6059723;0.775;16
MB_AC_16_ffae5082;a59449b4d7cda1c13d9576d86d6ede67;1;1080;1776;290.1676;1137.832;789.8324;1137.832;789.8324;638.1677;290.1676;638.1677;33.31099;0.4876679;0.9;20
MB_AC_16_ffae5082;a59449b4d7cda1c13d9576d86d6ede67;2;1080;1776;290.1676;1137.832;789.8324;1137.832;789.8324;638.1677;290.1676;638.1677;33.31099;0.4952606;0.91;20
MB_AC_16_ffae5082;a59449b4d7cda1c13d9576d86d6ede67;3;1080;1776;290.1676;1137.832;789.8324;1137.832;789.8324;638.1677;290.1676;638.1677;33.31099;0.4700564;0.8857143;21
MB_AB_14_0a753dbd;a61db32a9f24cc2197dc7b01e9d90b15;1;1080;1776;278.446;1149.554;801.554;1149.554;801.554;626.446;278.446;626.446;34.87386;0.5774249;0.6235294;17
MB_AB_14_0a753dbd;a61db32a9f24cc2197dc7b01e9d90b15;2;1080;1776;278.446;1149.554;801.554;1149.554;801.554;626.446;278.446;626.446;34.87386;0.516608;0.6105263;19
MB_AB_14_0a753dbd;a61db32a9f24cc2197dc7b01e9d90b15;3;1080;1776;278.446;1149.554;801.554;1149.554;801.554;626.446;278.446;626.446;34.87386;0.5122873;0.8105263;19
MB_AC_12_7b8e7ddc;a6fabc305e4d4fb4b383cc25a4dfbc8f;1;1080;1776;290.1676;1137.832;789.8324;1137.832;789.8324;638.1677;290.1676;638.1677;33.31099;0.5994911;0.7;16
MB_AC_12_7b8e7ddc;a6fabc305e4d4fb4b383cc25a4dfbc8f;2;1080;1776;290.1676;1137.832;789.8324;1137.832;789.8324;638.1677;290.1676;638.1677;33.31099;0.5725241;0.6117647;17
MB_AC_12_7b8e7ddc;a6fabc305e4d4fb4b383cc25a4dfbc8f;3;1080;1776;290.1676;1137.832;789.8324;1137.832;789.8324;638.1677;290.1676;638.1677;33.31099;0.5788718;0.8823529;17
MB_SA_15_1d3c630b;a7980ad318f7d7d4d66206e9aaf64a83;1;480;800;102.4016;537.5984;377.5984;537.5984;377.5984;262.4016;102.4016;262.4016;18.34646;0.6812221;0.6;14
MB_SA_15_1d3c630b;a7980ad318f7d7d4d66206e9aaf64a83;2;480;800;102.4016;537.5984;377.5984;537.5984;377.5984;262.4016;102.4016;262.4016;18.34646;0.6410482;0.52;15
MB_SA_15_1d3c630b;a7980ad318f7d7d4d66206e9aaf64a83;3;480;800;102.4016;537.5984;377.5984;537.5984;377.5984;262.4016;102.4016;262.4016;18.34646;0.6614054;0.5066667;15
MB_SA_14_e07bf58d;a871a9c80919078749f65849130c4501;1;480;800;102.4016;537.5984;377.5984;537.5984;377.5984;262.4016;102.4016;262.4016;18.34646;0.5363448;0.9333333;18
MB_SA_14_e07bf58d;a871a9c80919078749f65849130c4501;2;480;800;102.4016;537.5984;377.5984;537.5984;377.5984;262.4016;102.4016;262.4016;18.34646;0.5394982;0.9666666;18
MB_SA_14_e07bf58d;a871a9c80919078749f65849130c4501;3;480;800;102.4016;537.5984;377.5984;537.5984;377.5984;262.4016;102.4016;262.4016;18.34646;0.5493164;0.8666667;18
MB_AP_10_bfb7fa2f;aabfe74f8704da2a707671e3c358a7c2;1;720;1280;179.4345;820.5654;540.5654;820.5654;540.5654;459.4345;179.4345;459.4345;24.0754;0.541392;0.8666667;18
MB_AP_10_bfb7fa2f;aabfe74f8704da2a707671e3c358a7c2;2;720;1280;179.4345;820.5654;540.5654;820.5654;540.5654;459.4345;179.4345;459.4345;24.0754;0.518121;0.6631579;19
MB_AP_10_bfb7fa2f;aabfe74f8704da2a707671e3c358a7c2;3;720;1280;179.4345;820.5654;540.5654;820.5654;540.5654;459.4345;179.4345;459.4345;24.0754;0.5189852;0.6947368;19
MB_SA_06_04d6aab6;aaecd6e33b9cf4272d8fdadac59026eb;1;480;800;102.4016;537.5984;377.5984;537.5984;377.5984;262.4016;102.4016;262.4016;18.34646;0.4494518;0.6454545;22
MB_SA_06_04d6aab6;aaecd6e33b9cf4272d8fdadac59026eb;2;480;800;102.4016;537.5984;377.5984;537.5984;377.5984;262.4016;102.4016;262.4016;18.34646;0.5250662;0.7473684;19
MB_SA_06_04d6aab6;aaecd6e33b9cf4272d8fdadac59026eb;3;480;800;102.4016;537.5984;377.5984;537.5984;377.5984;262.4016;102.4016;262.4016;18.34646;0.4628558;0.5333334;21
MB_AP_16_b810c49a;ad47277322943f536b21d2f864d30beb;1;720;1280;179.4345;820.5654;540.5654;820.5654;540.5654;459.4345;179.4345;459.4345;24.0754;0.5732422;0.7882353;17
MB_AP_16_b810c49a;ad47277322943f536b21d2f864d30beb;2;720;1280;179.4345;820.5654;540.5654;820.5654;540.5654;459.4345;179.4345;459.4345;24.0754;0.609066;0.6875;16
MB_AP_16_b810c49a;ad47277322943f536b21d2f864d30beb;3;720;1280;179.4345;820.5654;540.5654;820.5654;540.5654;459.4345;179.4345;459.4345;24.0754;0.5800386;0.7882353;17
MB_AB_21_8592840d;ad98ecb59a6610e5ed4e4ac48b38e0ea;1;1080;1776;278.446;1149.554;801.554;1149.554;801.554;626.446;278.446;626.446;34.87386;0.4479592;0.8636364;22
MB_AB_21_8592840d;ad98ecb59a6610e5ed4e4ac48b38e0ea;2;1080;1776;278.446;1149.554;801.554;1149.554;801.554;626.446;278.446;626.446;34.87386;0.4556797;0.8;21
MB_AB_21_8592840d;ad98ecb59a6610e5ed4e4ac48b38e0ea;3;1080;1776;278.446;1149.554;801.554;1149.554;801.554;626.446;278.446;626.446;34.87386;0.4731445;0.7428572;21
MB_AM_01_5f3ba547;affb4643ac3eb391b27f3c0af3dd4379;1;1080;1776;278.446;1149.554;801.554;1149.554;801.554;626.446;278.446;626.446;34.87386;0.4812958;0.88;20
MB_AM_01_5f3ba547;affb4643ac3eb391b27f3c0af3dd4379;2;1080;1776;278.446;1149.554;801.554;1149.554;801.554;626.446;278.446;626.446;34.87386;0.4575951;0.8571429;21
MB_AM_01_5f3ba547;affb4643ac3eb391b27f3c0af3dd4379;3;1080;1776;278.446;1149.554;801.554;1149.554;801.554;626.446;278.446;626.446;34.87386;0.4753738;0.6857143;21
MB_SA_18_406bf9ad;b175598f83c32e5b34c8ada857b3575b;1;480;800;102.4016;537.5984;377.5984;537.5984;377.5984;262.4016;102.4016;262.4016;18.34646;0.5520935;0.6555555;18
MB_SA_18_406bf9ad;b175598f83c32e5b34c8ada857b3575b;2;480;800;102.4016;537.5984;377.5984;537.5984;377.5984;262.4016;102.4016;262.4016;18.34646;0.5548742;0.6352941;17
MB_SA_18_406bf9ad;b175598f83c32e5b34c8ada857b3575b;3;480;800;102.4016;537.5984;377.5984;537.5984;377.5984;262.4016;102.4016;262.4016;18.34646;0.5617891;0.7176471;17
MB_AB_05_e4807c46;b1d699af9ff78fd2c67eb88421975fb8;1;1080;1776;278.446;1149.554;801.554;1149.554;801.554;626.446;278.446;626.446;34.87386;0.5149311;0.7368421;19
MB_AB_05_e4807c46;b1d699af9ff78fd2c67eb88421975fb8;2;1080;1776;278.446;1149.554;801.554;1149.554;801.554;626.446;278.446;626.446;34.87386;0.4959045;0.66;20
MB_AB_05_e4807c46;b1d699af9ff78fd2c67eb88421975fb8;3;1080;1776;278.446;1149.554;801.554;1149.554;801.554;626.446;278.446;626.446;34.87386;0.5043399;0.6736842;19
MB_SZ_14_3ec818af;b343d8bf847acdbfe6526639cf0f9522;1;480;800;113.0126;526.9874;366.9874;526.9874;366.9874;273.0126;113.0126;273.0126;16.93165;0.523354;0.8105263;19
MB_SZ_14_3ec818af;b343d8bf847acdbfe6526639cf0f9522;2;480;800;113.0126;526.9874;366.9874;526.9874;366.9874;273.0126;113.0126;273.0126;16.93165;0.4988373;0.64;20
MB_SZ_14_3ec818af;b343d8bf847acdbfe6526639cf0f9522;3;480;800;113.0126;526.9874;366.9874;526.9874;366.9874;273.0126;113.0126;273.0126;16.93165;0.5057823;0.7684211;19
MB_SA_13_bab95c2b;b3e72e46d0accc96c8fb5f5d2a9363b9;1;480;800;102.4016;537.5984;377.5984;537.5984;377.5984;262.4016;102.4016;262.4016;18.34646;0.4710577;0.7238095;21
MB_SA_13_bab95c2b;b3e72e46d0accc96c8fb5f5d2a9363b9;2;480;800;102.4016;537.5984;377.5984;537.5984;377.5984;262.4016;102.4016;262.4016;18.34646;0.4666254;0.7714286;21
MB_SA_13_bab95c2b;b3e72e46d0accc96c8fb5f5d2a9363b9;3;480;800;102.4016;537.5984;377.5984;537.5984;377.5984;262.4016;102.4016;262.4016;18.34646;0.4901153;0.65;20
MB_AC_01_daa3215e;b4b76023595918654df5439a3946dedb;1;1080;1776;290.1676;1137.832;789.8324;1137.832;789.8324;638.1677;290.1676;638.1677;33.31099;0.5048988;0.8105263;19
MB_AC_01_daa3215e;b4b76023595918654df5439a3946dedb;2;1080;1776;290.1676;1137.832;789.8324;1137.832;789.8324;638.1677;290.1676;638.1677;33.31099;0.5138614;0.8421053;19
MB_AC_01_daa3215e;b4b76023595918654df5439a3946dedb;3;1080;1776;290.1676;1137.832;789.8324;1137.832;789.8324;638.1677;290.1676;638.1677;33.31099;0.4898559;0.85;20
MB_AC_04_6d936ddd;b51400dbeaec521a4b239472e868df91;1;1080;1776;290.1676;1137.832;789.8324;1137.832;789.8324;638.1677;290.1676;638.1677;33.31099;0.5140445;0.6842105;19
MB_AC_04_6d936ddd;b51400dbeaec521a4b239472e868df91;2;1080;1776;290.1676;1137.832;789.8324;1137.832;789.8324;638.1677;290.1676;638.1677;33.31099;0.4867126;0.68;20
MB_AC_04_6d936ddd;b51400dbeaec521a4b239472e868df91;3;1080;1776;290.1676;1137.832;789.8324;1137.832;789.8324;638.1677;290.1676;638.1677;33.31099;0.4900574;0.52;20
MB_SA_22_bedc13fe;b59f1a60dfc4f11be624dafb6450c143;1;480;800;102.4016;537.5984;377.5984;537.5984;377.5984;262.4016;102.4016;262.4016;18.34646;0.462507;0.7714286;21
MB_SA_22_bedc13fe;b59f1a60dfc4f11be624dafb6450c143;2;480;800;102.4016;537.5984;377.5984;537.5984;377.5984;262.4016;102.4016;262.4016;18.34646;0.4652914;0.8285714;21
MB_SA_22_bedc13fe;b59f1a60dfc4f11be624dafb6450c143;3;480;800;102.4016;537.5984;377.5984;537.5984;377.5984;262.4016;102.4016;262.4016;18.34646;0.4669131;0.6476191;21
MB_AC_18_4436ef71;b84efd458f46fd4913261ea03da19143;1;1080;1776;290.1676;1137.832;789.8324;1137.832;789.8324;638.1677;290.1676;638.1677;33.31099;0.4909149;0.76;20
MB_AC_18_4436ef71;b84efd458f46fd4913261ea03da19143;2;1080;1776;290.1676;1137.832;789.8324;1137.832;789.8324;638.1677;290.1676;638.1677;33.31099;0.4691496;0.6857143;21
MB_AC_18_4436ef71;b84efd458f46fd4913261ea03da19143;3;1080;1776;290.1676;1137.832;789.8324;1137.832;789.8324;638.1677;290.1676;638.1677;33.31099;0.5370415;0.7333333;18
MB_AC_15_2b6a8793;ba1cf7420e0aae628bd1b8e8b655d78f;1;1080;1776;290.1676;1137.832;789.8324;1137.832;789.8324;638.1677;290.1676;638.1677;33.31099;0.4655573;0.7142857;21
MB_AC_15_2b6a8793;ba1cf7420e0aae628bd1b8e8b655d78f;2;1080;1776;290.1676;1137.832;789.8324;1137.832;789.8324;638.1677;290.1676;638.1677;33.31099;0.4687326;0.7238095;21
MB_AC_15_2b6a8793;ba1cf7420e0aae628bd1b8e8b655d78f;3;1080;1776;290.1676;1137.832;789.8324;1137.832;789.8324;638.1677;290.1676;638.1677;33.31099;0.4719514;0.552381;21
MB_AM_07_a6a69dbb;bb78f1850959213c4619c79bc0149100;1;1080;1776;278.446;1149.554;801.554;1149.554;801.554;626.446;278.446;626.446;34.87386;0.4395558;0.7;22
MB_AM_07_a6a69dbb;bb78f1850959213c4619c79bc0149100;2;1080;1776;278.446;1149.554;801.554;1149.554;801.554;626.446;278.446;626.446;34.87386;0.485321;0.81;20
MB_AM_07_a6a69dbb;bb78f1850959213c4619c79bc0149100;3;1080;1776;278.446;1149.554;801.554;1149.554;801.554;626.446;278.446;626.446;34.87386;0.4638265;0.6;21
MB_AM_16_abf66192;bf207fa53624baec9f6f8c0ae2693c05;1;1080;1776;278.446;1149.554;801.554;1149.554;801.554;626.446;278.446;626.446;34.87386;0.5618538;0.8117647;17
MB_AM_16_abf66192;bf207fa53624baec9f6f8c0ae2693c05;2;1080;1776;278.446;1149.554;801.554;1149.554;801.554;626.446;278.446;626.446;34.87386;0.5647547;0.8941177;17
MB_AM_16_abf66192;bf207fa53624baec9f6f8c0ae2693c05;3;1080;1776;278.446;1149.554;801.554;1149.554;801.554;626.446;278.446;626.446;34.87386;0.5688764;0.7411765;17
MB_AP_20_6e760ef3;c0041e8d4dfd5285b86cdce32b35cc84;1;720;1280;179.4345;820.5654;540.5654;820.5654;540.5654;459.4345;179.4345;459.4345;24.0754;0.7886963;1;12
MB_AP_20_6e760ef3;c0041e8d4dfd5285b86cdce32b35cc84;2;720;1280;179.4345;820.5654;540.5654;820.5654;540.5654;459.4345;179.4345;459.4345;24.0754;0.7114214;0.9571428;14
MB_AP_20_6e760ef3;c0041e8d4dfd5285b86cdce32b35cc84;3;720;1280;179.4345;820.5654;540.5654;820.5654;540.5654;459.4345;179.4345;459.4345;24.0754;0.7267503;1;13
MB_AC_03_5e0a29f2;c040720bd51a027e615bfe01d82f6d72;1;1080;1776;290.1676;1137.832;789.8324;1137.832;789.8324;638.1677;290.1676;638.1677;33.31099;0.4615537;0.6285715;21
MB_AC_03_5e0a29f2;c040720bd51a027e615bfe01d82f6d72;2;1080;1776;290.1676;1137.832;789.8324;1137.832;789.8324;638.1677;290.1676;638.1677;33.31099;0.4863098;0.62;20
MB_AC_03_5e0a29f2;c040720bd51a027e615bfe01d82f6d72;3;1080;1776;290.1676;1137.832;789.8324;1137.832;789.8324;638.1677;290.1676;638.1677;33.31099;0.5012914;0.5894737;19
MB_AM_01_5f3ba547;c116ad7e9ed9de2ed2eb73efe4baf3b6;1;1080;1776;278.446;1149.554;801.554;1149.554;801.554;626.446;278.446;626.446;34.87386;0.5067106;0.6105263;19
MB_AM_01_5f3ba547;c116ad7e9ed9de2ed2eb73efe4baf3b6;2;1080;1776;278.446;1149.554;801.554;1149.554;801.554;626.446;278.446;626.446;34.87386;0.4664859;0.6571429;21
MB_AM_01_5f3ba547;c116ad7e9ed9de2ed2eb73efe4baf3b6;3;1080;1776;278.446;1149.554;801.554;1149.554;801.554;626.446;278.446;626.446;34.87386;0.4839355;0.62;20
MB_SZ_21_f8d683f0;c2ad7c6ce56bee4157ed1b47fe1eff13;1;480;800;113.0126;526.9874;366.9874;526.9874;366.9874;273.0126;113.0126;273.0126;16.93165;0.5075138;0.4631579;19
MB_SZ_21_f8d683f0;c2ad7c6ce56bee4157ed1b47fe1eff13;2;480;800;113.0126;526.9874;366.9874;526.9874;366.9874;273.0126;113.0126;273.0126;16.93165;0.5479736;0.6333333;18
MB_SZ_21_f8d683f0;c2ad7c6ce56bee4157ed1b47fe1eff13;3;480;800;113.0126;526.9874;366.9874;526.9874;366.9874;273.0126;113.0126;273.0126;16.93165;0.530782;0.6333333;18
MB_SZ_19_538561db;c34ecbb1e64cf59b03f791dd170891da;1;480;800;113.0126;526.9874;366.9874;526.9874;366.9874;273.0126;113.0126;273.0126;16.93165;0.5812073;1;17
MB_SZ_19_538561db;c34ecbb1e64cf59b03f791dd170891da;2;480;800;113.0126;526.9874;366.9874;526.9874;366.9874;273.0126;113.0126;273.0126;16.93165;0.6008301;1;16
MB_SZ_19_538561db;c34ecbb1e64cf59b03f791dd170891da;3;480;800;113.0126;526.9874;366.9874;526.9874;366.9874;273.0126;113.0126;273.0126;16.93165;0.5751612;0.9647059;17
MB_SA_11_6948856a;c3ac0c002e34851994f494689c67b7ce;1;480;800;102.4016;537.5984;377.5984;537.5984;377.5984;262.4016;102.4016;262.4016;18.34646;0.8421076;0.6727273;11
MB_SA_11_6948856a;c3ac0c002e34851994f494689c67b7ce;2;480;800;102.4016;537.5984;377.5984;537.5984;377.5984;262.4016;102.4016;262.4016;18.34646;0.7321777;0.6461539;13
MB_SA_11_6948856a;c3ac0c002e34851994f494689c67b7ce;3;480;800;102.4016;537.5984;377.5984;537.5984;377.5984;262.4016;102.4016;262.4016;18.34646;0.6572103;0.6266667;15
MB_AP_18_cad1fa58;c3c87d5d4022c640908b45bbdbf788ee;1;720;1280;179.4345;820.5654;540.5654;820.5654;540.5654;459.4345;179.4345;459.4345;24.0754;0.5294664;0.5;18
MB_AP_18_cad1fa58;c3c87d5d4022c640908b45bbdbf788ee;2;720;1280;179.4345;820.5654;540.5654;820.5654;540.5654;459.4345;179.4345;459.4345;24.0754;0.5033377;0.6947368;19
MB_AP_18_cad1fa58;c3c87d5d4022c640908b45bbdbf788ee;3;720;1280;179.4345;820.5654;540.5654;820.5654;540.5654;459.4345;179.4345;459.4345;24.0754;0.5215936;0.7894737;19
MB_SZ_08_a9ad8595;c41e1685eb632b4954267bcccc69047d;1;480;800;113.0126;526.9874;366.9874;526.9874;366.9874;273.0126;113.0126;273.0126;16.93165;0.5403714;0.6666667;18
MB_SZ_08_a9ad8595;c41e1685eb632b4954267bcccc69047d;2;480;800;113.0126;526.9874;366.9874;526.9874;366.9874;273.0126;113.0126;273.0126;16.93165;0.5251192;0.5684211;19
MB_SZ_08_a9ad8595;c41e1685eb632b4954267bcccc69047d;3;480;800;113.0126;526.9874;366.9874;526.9874;366.9874;273.0126;113.0126;273.0126;16.93165;0.4971786;0.7;20
MB_SZ_16_65a58e4b;c4986356457f31f839c7fe66ca33b884;1;480;800;113.0126;526.9874;366.9874;526.9874;366.9874;273.0126;113.0126;273.0126;16.93165;0.5163093;0.831579;19
MB_SZ_16_65a58e4b;c4986356457f31f839c7fe66ca33b884;2;480;800;113.0126;526.9874;366.9874;526.9874;366.9874;273.0126;113.0126;273.0126;16.93165;0.5066625;0.9368421;19
MB_SZ_16_65a58e4b;c4986356457f31f839c7fe66ca33b884;3;480;800;113.0126;526.9874;366.9874;526.9874;366.9874;273.0126;113.0126;273.0126;16.93165;0.5090075;0.8421053;19
MB_AM_11_fe1a1a6b;c4f135cf57a801a2a7c744e1c8131d51;1;1080;1776;278.446;1149.554;801.554;1149.554;801.554;626.446;278.446;626.446;34.87386;0.4558512;0.4952381;21
MB_AM_11_fe1a1a6b;c4f135cf57a801a2a7c744e1c8131d51;2;1080;1776;278.446;1149.554;801.554;1149.554;801.554;626.446;278.446;626.446;34.87386;0.4213602;0.6;23
MB_AM_11_fe1a1a6b;c4f135cf57a801a2a7c744e1c8131d51;3;1080;1776;278.446;1149.554;801.554;1149.554;801.554;626.446;278.446;626.446;34.87386;0.450642;0.5454546;22
MB_AM_14_5dc6f07c;c529ddd484c38779f63bfff54cd3c90a;1;1080;1776;278.446;1149.554;801.554;1149.554;801.554;626.446;278.446;626.446;34.87386;0.6037827;0.85;16
MB_AM_14_5dc6f07c;c529ddd484c38779f63bfff54cd3c90a;2;1080;1776;278.446;1149.554;801.554;1149.554;801.554;626.446;278.446;626.446;34.87386;0.5910416;0.95;16
MB_AM_14_5dc6f07c;c529ddd484c38779f63bfff54cd3c90a;3;1080;1776;278.446;1149.554;801.554;1149.554;801.554;626.446;278.446;626.446;34.87386;0.578283;0.9294118;17
MB_AM_09_129146e1;c565631cf62f8dc78c0596d985f848c6;1;1080;1776;278.446;1149.554;801.554;1149.554;801.554;626.446;278.446;626.446;34.87386;0.536855;0.6333333;18
MB_AM_09_129146e1;c565631cf62f8dc78c0596d985f848c6;2;1080;1776;278.446;1149.554;801.554;1149.554;801.554;626.446;278.446;626.446;34.87386;0.5193481;0.5789474;19
MB_AM_09_129146e1;c565631cf62f8dc78c0596d985f848c6;3;1080;1776;278.446;1149.554;801.554;1149.554;801.554;626.446;278.446;626.446;34.87386;0.5067781;0.7052631;19
MB_AP_06_810de824;c7232dfe1f67a8ce132bcf2c10bfa1f1;1;720;1280;179.4345;820.5654;540.5654;820.5654;540.5654;459.4345;179.4345;459.4345;24.0754;0.5849035;0.682353;17
MB_AP_06_810de824;c7232dfe1f67a8ce132bcf2c10bfa1f1;2;720;1280;179.4345;820.5654;540.5654;820.5654;540.5654;459.4345;179.4345;459.4345;24.0754;0.5635161;0.8117647;17
MB_AP_06_810de824;c7232dfe1f67a8ce132bcf2c10bfa1f1;3;720;1280;179.4345;820.5654;540.5654;820.5654;540.5654;459.4345;179.4345;459.4345;24.0754;0.5551555;0.8555555;18
MB_SA_10_d90680f2;c879f36a2f89568ad3dc6dcd02bf8e32;1;480;800;102.4016;537.5984;377.5984;537.5984;377.5984;262.4016;102.4016;262.4016;18.34646;0.9926513;0.6;10
MB_SA_10_d90680f2;c879f36a2f89568ad3dc6dcd02bf8e32;2;480;800;102.4016;537.5984;377.5984;537.5984;377.5984;262.4016;102.4016;262.4016;18.34646;0.8406982;0.3636364;11
MB_SA_10_d90680f2;c879f36a2f89568ad3dc6dcd02bf8e32;3;480;800;102.4016;537.5984;377.5984;537.5984;377.5984;262.4016;102.4016;262.4016;18.34646;0.8265483;0.6;12
MB_AM_13_5796a87a;ca4caed59d409bd642932d0dd8a37c45;1;1080;1776;278.446;1149.554;801.554;1149.554;801.554;626.446;278.446;626.446;34.87386;0.5015612;0.5263158;19
MB_AM_13_5796a87a;ca4caed59d409bd642932d0dd8a37c45;2;1080;1776;278.446;1149.554;801.554;1149.554;801.554;626.446;278.446;626.446;34.87386;0.5195152;0.6;19
MB_AM_13_5796a87a;ca4caed59d409bd642932d0dd8a37c45;3;1080;1776;278.446;1149.554;801.554;1149.554;801.554;626.446;278.446;626.446;34.87386;0.5275981;0.5555556;18
MB_AB_06_ad206935;cb2f788334f44a3139b3b42dfa096a84;1;1080;1776;278.446;1149.554;801.554;1149.554;801.554;626.446;278.446;626.446;34.87386;0.4934357;0.51;20
MB_AB_06_ad206935;cb2f788334f44a3139b3b42dfa096a84;2;1080;1776;278.446;1149.554;801.554;1149.554;801.554;626.446;278.446;626.446;34.87386;0.4196194;0.6869565;23
MB_AB_06_ad206935;cb2f788334f44a3139b3b42dfa096a84;3;1080;1776;278.446;1149.554;801.554;1149.554;801.554;626.446;278.446;626.446;34.87386;0.4290851;0.773913;23
MB_AB_20_5bb46e3d;cb7fa8f4e44a4923b233d037cd50f01b;1;1080;1776;278.446;1149.554;801.554;1149.554;801.554;626.446;278.446;626.446;34.87386;0.5154516;0.6421053;19
MB_AB_20_5bb46e3d;cb7fa8f4e44a4923b233d037cd50f01b;2;1080;1776;278.446;1149.554;801.554;1149.554;801.554;626.446;278.446;626.446;34.87386;0.488005;0.6631579;19
MB_AB_20_5bb46e3d;cb7fa8f4e44a4923b233d037cd50f01b;3;1080;1776;278.446;1149.554;801.554;1149.554;801.554;626.446;278.446;626.446;34.87386;0.4870544;0.55;20
MB_AB_12_64ae9d3b;cc76d5e37a45c69fc620a7c260219c5d;1;1080;1776;278.446;1149.554;801.554;1149.554;801.554;626.446;278.446;626.446;34.87386;0.4926788;0.76;20
